id	dialog	joy	sadness	trust	disgust	fear	anger	surprise	anticipation
5185	I guess that included you.	1	0	1	0	0	0	0	0
5186	And do you still feel that way?	0	0	0	0	0	0	0	0
5187	I want you now, Annie.	0	1	0	1	1	1	0	0
5188	that includes me.  And your money there's nothing wrong in your money.  Your father put hundreds of planes in the air.	1	0	1	0	0	0	0	0
5189	You should be proud.  A man should be paid for that.	1	0	0	0	0	0	1	0
5190	Annie, Annie I'm going to make a fortune for you.	0	1	0	1	1	1	0	0
5191	Why did he invite her?	1	0	1	0	0	0	0	0
5192	Why does that bother you?	0	0	0	0	1	0	0	1
5193	Well maybe- maybe he just wanted to see her again.	1	0	0	0	0	0	0	1
5194	Nobody comes seven hundred miles just to see.	0	0	0	1	0	1	0	0
5195	What do you mean?  He was brought up next door to the girl his whole life.  Why shouldn't he want to see her again?	1	0	0	0	0	0	1	0
5196	Don't look at me like that.  He didn't tell me anymore than he told you.	0	1	0	0	1	0	0	0
5197	She's not going to marry him.	0	1	0	1	1	1	0	0
5198	How do you know he's even thinking about it?	1	0	1	0	0	0	0	0
5199	It's got that about it.	0	0	0	0	0	0	0	0
5200	Well so what.	1	0	0	0	0	0	0	1
5201	What's going on here, Joe?	1	0	0	0	0	0	1	0
5202	No, line.	0	0	0	0	0	0	0	0
5203	Uh, Then why is she still-she's not his girl, Joe	0	0	0	0	0	0	0	0
5204	She's not his girl, Joe.  She knows she's not.	0	0	0	0	0	0	0	0
5205	Then why is she still single?  New York is full of men.  Why hasn't she married?	1	0	0	0	0	0	0	1
5206	Probably a hundred people told her she's foolish but she's waited.	0	0	0	1	1	0	0	1
5207	How do you know why she waited?	0	0	0	0	1	0	0	1
5208	Because she knows what I know that's why.  She's faithful as a rock.	1	0	1	0	0	0	0	0
5209	What do you want me to do?	0	0	0	0	0	0	0	0
5210	I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her.  I won't stand for any nonsense.	0	1	0	1	0	1	0	0
5211	But Kate-	0	0	0	0	0	0	0	0
5212	Calm yourself.	1	0	1	0	0	0	0	0
5213	Calm yourself.	1	0	1	0	0	0	0	0
5214	Alright.  Alright.  Calm yourself.	1	0	1	0	0	0	0	0
5215	You above all have got to believe.  You.	1	0	1	0	0	0	0	0
5216	Why me above all?	0	0	0	0	0	0	0	0
5217	What does that mean, me above all?  Look at you.  You're shaking.	0	0	0	0	0	1	0	0
5218	I can't help it.	0	0	0	1	0	0	0	0
5219	What have I got to hide?  What the hell is matter with you Kate?	0	1	0	0	1	1	0	0
5220	Alright, so you're not going to believe this.  But I went home today. I looked through the mail.  And I got an acceptance letter from U.S.C..	1	0	1	0	0	0	0	0
5221	I'm going to U.S.C.. Yeah.	1	0	1	0	0	0	0	0
5222	Really?	0	0	0	0	0	0	0	0
5223	I didn't even	0	0	0	0	0	0	0	0
5224	know you applied to U.S.C..	0	0	0	0	0	0	0	0
5225	I did.  I did. I've -- yeah, I applied to U.S.C..  I mean, it's really expensive but	1	0	1	0	0	0	0	0
5226	it's a really good school.  So	1	0	0	0	0	0	0	0
5227	Um, um- yeah, I'm just -- I'm really excited 'cause I don't know.  It's like a whole -- I mean, it's just like, I've been really -- I wanted to go there ever since I was a kid.  So now I actually am and it's awesome.  It's a really nice campus.  Oh, you've been there.	1	0	0	0	0	0	0	0
5228	That's amazing.  I've seen it on TV. Um, Wow.  I mean, well what are you going to major in?  What are you going to do?	1	0	0	0	0	0	1	0
5229	Um, I'm thinking a history and geology minor.	0	0	0	1	0	0	0	0
5230	Yeah.	1	0	1	0	0	0	0	0
5231	Yes.	1	0	1	0	0	0	0	0
5232	Um, you know, I don't think so.  But I think that, you know, it's still a private school	0	0	0	0	0	0	0	0
5233	and right you know it's still- and then, you know, I mean-	0	0	0	0	0	0	0	0
5234	I know.  It's a great school and you know	1	0	0	0	0	0	1	0
5235	I'm guessing, you know it's like I I checked it out.  And, like, they have a decent history program.	1	0	1	0	0	0	0	0
5236	It's all about the connections	1	0	0	0	0	0	1	0
5237	So -- and like the geology just is awesome.  It rocks, no pun intended. [LAUGHTER]	1	0	0	0	0	0	0	1
5238	Um, but, uh- anyway -- yeah, so that's awesome, though, because you live here and then we're not going to be separated by me going to some other school	1	0	1	0	0	0	0	0
5239	I know.  You're going to be so close.	1	0	0	0	0	0	0	0
5240	And, uh, it's just really exciting.  I- You know, I'm -- just I want to- I want to share this special happy moment with you. It's awesome	1	0	0	0	0	0	1	0
5241	That's great.  I mean, I'm really glad you're not going to go anywhere.  You'll still be here.	1	0	1	0	0	0	0	0
5242	Yeah, yeah, yeah.  We're only going to be like twenty minutes apart.	0	1	0	0	1	0	0	0
5243	Everything in LA is twenty minutes away.	0	0	0	0	0	0	0	0
5244	Give or take. [LAUGHTER]	1	0	0	0	0	0	1	1
5245	Well congratulations.	1	0	0	0	0	0	0	0
5246	umm, and I'm going to check out school and get, you know, check out the courses	1	0	0	0	0	0	1	0
5247	find out all this stuff.  And- and I don't know.  I think I'm going to try to live in a dorm.	1	0	0	0	0	0	1	0
5248	Yeah.	1	0	1	0	0	0	0	0
5249	'Cause, you know, it's like you get to know a lot of people in the dorms and.	0	0	0	0	0	0	0	0
5250	Yeah, and then you got that whole communal shower thing which is really appealing.	1	0	1	0	0	0	0	0
5251	Okay. Well, that's a good plan. Shower shoes. Two thumbs up.	1	0	1	0	0	0	0	0
5252	Wow. I- I was looking at U.C.L.A.	1	0	0	0	0	0	1	0
5253	Ouch.  That's, um -- oh, wow.	1	0	0	0	0	0	1	0
5254	The -- what, the- I mean--	0	0	0	0	0	0	0	0
5255	You're not going to -- you're going to go to games, though, right? I mean, you can't go to U.S.C. and not go to a football game.	1	0	0	0	0	0	0	1
5256	No. Football's boring.	0	0	0	1	0	0	0	0
5257	Just one game, though?  I mean, for the experience.  I mean, you don't have to go to all of the games but you gotta go to a game.	1	0	0	0	0	0	0	1
5258	I'll go to basketball games.	0	0	0	0	0	0	0	0
5259	Okay.  Well that's cool, too, but like--	0	0	0	1	0	1	0	0
5260	Maybe some golf matches.	0	0	0	0	0	0	0	0
5261	That I'll go to.  Definitely go to women's volleyball.  Women's volleyball, swimming, tennis.	0	0	0	0	0	0	0	0
5262	Basically anything women do.	0	0	0	1	0	0	0	0
5263	And then men's basketball.  And -- oh, well not women's basketball.	1	0	0	0	0	0	0	1
5264	You have to go to a football game.  Come on.	1	0	0	0	0	0	0	1
5265	No, I'm not going to go to a football game.	1	0	0	0	0	0	0	1
5266	Paint some red and yellow S C on your face. And like get one of those big you know, number one hand things.	1	0	0	0	0	0	1	0
5267	Forget it. Forget it. Forget it. No way.	0	1	0	0	0	1	0	0
5268	Maybe one of those megaphones. Pompom.	0	1	0	1	1	1	0	0
5269	I do -- I will need to get a gun-	0	0	0	0	0	0	0	0
5270	There are cheerleaders at football games.  That's girls, scantily clad sexy girls.	0	1	0	1	1	1	0	0
5271	You've got a point there.	1	0	0	0	0	0	1	0
5272	I'll take that in consideration.  Alright.	1	0	1	0	0	0	0	0
5273	Excuse me?	0	1	0	1	1	1	0	0
5274	I need to get like a -- just a small little gun just 'cause -- or like a taser or something or just like a butterfly knife	0	1	0	1	1	0	0	0
5275	No.	0	0	0	0	0	0	0	0
5276	'cause, you know, I mean, it's like If I ever want to go south of campus	0	1	0	0	0	0	0	0
5277	Well just don't go south of campus.  Don't get a gun. That's stupid. I mean-	0	1	0	0	1	1	0	0
5278	Hey, how you doing?	0	0	0	0	0	0	0	0
5279	I'm sorry.	0	1	0	0	1	0	0	0
5280	Thanks.	1	0	1	0	0	0	0	0
5281	I know.  I just -- I don't know.  It's just weird because you have somebody who's, you know,	0	1	0	0	1	0	0	0
5282	a major part of your life and then they're gone.  And I don't know.  That's not really -- it's never really happened to me before.	1	0	0	0	0	0	1	0
5283	Yeah.	1	0	1	0	0	0	0	0
5284	But, I'm here if there's anything you need.  I mean, you just have to ask.  I know --	0	0	0	0	0	0	0	0
5285	Thanks.	1	0	1	0	0	0	0	0
5286	--it doesn't really do anything.  But--	0	0	0	0	0	0	0	0
5287	I just -- it's just not fair.	0	0	0	1	0	0	0	0
5288	I know.  It never is.	0	0	0	0	0	0	0	0
5289	How's, um -- how's his parents doing?	0	0	0	0	0	0	0	0
5290	feel the same way everybody else does.	0	0	0	0	0	0	0	0
5291	[BREATHING] I mean, there's nothing really to talk about.  He's gone and I'll never see him again.	0	1	0	1	0	0	0	0
5292	Yeah.	1	0	1	0	0	0	0	0
5293	Yeah, I don't know.  Sometimes I wish I didn't know him.  So I wouldn't--	1	0	0	0	0	0	1	0
5294	You feel that way now because you're upset.  But you don't really think that.	0	0	0	0	0	1	0	0
5295	It'll get better.  I know it doesn't help, but it will get better and you will remember all of the good things that you guys had; all of the memories that you have with him that were happy and you'll be grateful for those.	1	0	1	0	0	0	0	0
5296	This is just -- this is a terrible life.  I just don't understand.	0	1	0	0	1	1	0	0
5297	I agree.  If I knew how to make that happen, I would certainly help you.	0	1	0	1	1	1	0	0
5298	I mean, you- you can go.  I don't know.  I don't know what else.	0	0	0	0	0	0	0	0
5299	I hope it rains.  Somehow that'll make me feel more comfortable.	1	0	0	0	0	0	0	0
5300	Seems like if the whole world's sad, then it's okay for you to be.	1	0	1	0	0	0	0	0
5301	Yeah.	1	0	1	0	0	0	0	0
5302	I just wish there was some way to just bring him back to life magically.	1	0	0	0	0	0	1	0
5303	Just, you know, some thing; some genie. I need to find a genie bottle.	1	0	0	0	0	0	1	0
5304	I don't have any magic answers.  But,	0	1	0	1	1	1	0	0
5305	I mean, as- as cliche as it is, as long as people who loved him remember him, then it's not a waste, you know.	1	0	0	0	0	0	0	0
5306	Well there has to be something you haven't tried.	1	0	0	0	0	0	0	1
5307	I-I'm not kidding.  I've tried everything.  Like I've gone to every business and local, you know,	0	0	0	1	1	1	1	0
5308	local business in- in the area and I can't- I can't get anything.  Like, nobody -	0	0	0	1	0	1	0	0
5309	What about like a temp agency?	0	0	0	0	0	0	0	0
5310	Have you gone, like, signed up with a temp agency?  Maybe they can help.	1	0	0	0	0	0	0	1
5311	there's just like no jobs available.  I mean, it's just like, God.	1	0	0	0	0	0	1	0
5312	Right, but you have -- I mean, you have to keep on them.  You have to keep calling and reminding them that you're still looking and	1	0	1	0	0	0	0	0
5313	Yeah, I do.  I do.  You don't understand.	0	1	0	0	1	1	0	0
5314	I- You don't understand. I don't have a job.  All- My job is to look for a job.  I don't do anything else.	1	0	1	0	0	0	0	0
5315	But, like, it's been years now and I just can't seem to get anything that really fits.  It's just it -- I -- it drives me absolutely insane.	1	0	0	0	0	0	1	1
5316	Well, I mean, if it's that bad, maybe you're gonna have to take something that doesn't really fit, you know.  Like maybe you'll have to do something else for a while.  Find a new field, new skill.	1	0	0	0	0	0	0	1
5317	No, no, no, no, no.  I can't- I can't do that.  I can't, I- because if I'm not- if I'm not- if I'm not doing something that I love, then I can't -- I can't- I mean it's- what's the point?	1	0	0	0	0	0	0	0
5318	Well then you're choosing to be unemployed, really.	1	0	1	0	0	0	0	1
5319	I'm not choosing. I'm not-	0	0	0	1	0	1	0	0
5320	If you're not willing to try and work with it and find something and, you know, I mean, there are things you could do.	1	0	1	0	0	0	0	0
5321	No, but I'm try- but like all the things that I-it's like I apply to all these places and none of them	0	1	0	1	1	1	0	0
5322	This is stupid.	0	1	0	0	1	1	0	0
5323	I mean, I'm not saying that you should, you know--	0	0	0	0	0	0	0	0
5324	You know what, this is your fault.	0	1	0	1	1	0	0	0
5325	Excuse me?	0	1	0	1	1	1	0	0
5326	It's your fault 'cause -cause you always told me to- to do this and I did that instead.  And I didn't take your advice and - and- but you sort of were like were telling--	1	0	1	0	0	0	0	0
5327	It's my fault 'cause you didn't do what I told you to?	0	1	0	1	1	0	0	0
5328	Yeah, exactly.	1	0	1	0	0	0	1	0
5329	Yeah.	1	0	1	0	0	0	0	0
5330	That's 'cause you always tell me to do the wrong thing.  And I thought this time it was -- I was gonna be right by going with the opposite thing. So it's your fault because	0	1	0	1	1	0	0	0
5331	-because you were always wrong and-and-and this time you were right. And-and I didn't -- yeah, that's why.	1	0	1	0	0	0	0	0
5332	Well, I mean, it makes sense, doesn't it, hmm?	1	0	0	0	0	0	0	0
5333	I think maybe you can't get employed because you aren't willing to take responsibility for your own actions.	1	0	0	0	0	0	1	1
5334	Really?  Whose fault is it you don't have a job?	1	0	0	0	0	0	0	0
5335	Yours.  I don't--	0	0	0	0	0	0	0	0
5336	[LAUGHTER]	1	0	0	0	0	0	1	1
5337	You see what you just did there, though?	0	0	0	0	0	0	0	0
5338	I had- No, I don't.  I'm sorry.  I just totally screwed this one up.  You can stop it I guess.	0	1	0	1	1	1	0	0
5339	Yeah, hi.  Look--Um, okay.  Here's the thing.	1	0	1	0	0	0	0	0
5340	Just arrived from London--	1	0	0	0	0	0	1	0
5341	Mmhmm.	0	0	0	0	0	0	0	0
5342	lost my luggage. Your airline--	1	0	0	0	0	0	0	1
5343	I'm sorry.	0	1	0	0	1	0	0	0
5344	lost my luggage. I didn't lose it. No, it's not like I left it somewhere and somebody took it.	0	1	0	1	0	0	0	0
5345	Oh, oh, you didn't.	0	0	0	0	0	0	0	0
5346	And he told me to come to this desk here so I can, uh, at least get, uh, the hundred- hundred and fifty dollars that- that I'm owed for my loss.	1	0	1	0	0	0	0	0
5347	'Cause that's roughly how much the bag plus all its contents was worth.	1	0	0	0	0	0	0	0
5348	Uh. Okay.  I -- first of all, I'm very sorry you lost your bag.	1	0	1	0	0	0	0	0
5349	Um, but, actually, our policy is a fifty dollar	1	0	1	0	0	0	0	0
5350	refund--coverage of the bag that was lost. yes	1	0	1	0	0	0	0	0
5351	fifty dollars. No way, no.	0	0	0	0	0	1	0	0
5352	You understand?	1	0	1	0	0	0	0	0
5353	I can't do that.	0	0	0	0	0	0	0	0
5354	But what I'm telling you is that's what you're going to do.	0	0	0	0	0	0	0	0
5355	Uh, no, actually, no I'm not.	0	0	0	0	0	0	0	0
5356	You understand that the contents of my bag- The contents of my bag cost a hundred and fifty dollars.	1	0	1	0	0	0	0	0
5357	You--	0	0	0	0	0	0	0	0
5358	We'll cover fifty.	1	0	1	0	0	0	0	0
5359	No.  No.  No.  What I need you to do -- I need you to write checks for -- I need you to write three of them. That'll be satisfactory.	1	0	1	0	0	0	0	0
5360	Just -- you can fill out the form--We can fill out - no, no, no, we can fill out the form three times.	1	0	0	0	0	0	0	0
5361	And then that'll be that. It's going to be fine. Just-	1	0	0	0	0	0	0	0
5362	I'm going to get very upset.  Like, I mean, I'm- I'm upset right now but I'm going to get really upset if you- if you don't do the check thing.	0	0	0	0	0	1	0	0
5363	I'm very sorry.	0	1	0	0	1	0	0	0
5364	You don't understand. You don't understand, actually.  You don't understand because it was my luggage that was lost.  Okay.	1	0	1	0	0	0	0	0
5365	We really -- we want to work with you. We really -- we want to help.	1	0	1	0	0	0	0	0
5366	I understand that.  I would know if it was mine. Um-	1	0	1	0	0	0	0	0
5367	No, it's not going to be -- but it's not going to be fifty, it's going to be a hundred and fifty.  You're going to write three, you understand, three of- of the forms.  You're going to write three of them out and then give it to me.	1	0	1	0	0	0	0	0
5368	You- you- you- you're misunderstanding me.  You're going to do that.	0	1	0	0	1	1	0	0
5369	Look, can I just -- can I speak to your manager, please?  'Cause I- I really -- I don't, um -- I mean, I just don't want to deal with -- I know that -- I mean, I know this isn't your fault,	1	0	1	0	0	0	0	0
5370	No one can make the three check thing happen 'cause we don't do that.	0	0	0	1	0	0	0	0
5371	All- all that my supervisor could do is the exact same thing that I'm offering to do.	1	0	1	0	0	0	0	0
5372	But what I'm talk -- but I'm just,just- please let me--	0	0	0	0	0	0	0	0
5373	then that would be helpful to me because I just feel like if- you don't think you have the power to write three checks but you actually do. see?	0	1	0	1	1	0	0	0
5374	No, I don't. See, I could lose my job if I did that.	0	0	0	1	0	1	0	0
5375	Look, I don't -- look, can we just not argue about this.  Like--	1	0	1	0	0	0	0	0
5376	I'm more than happy to not argue about it.  I will give you your fifty dollar certificate.	1	0	1	0	0	0	0	0
5377	You can go ahead and go fill out the form. We'll look for your bag.	1	0	1	0	0	0	0	0
5378	with different names on them? That-	0	0	0	0	0	0	0	0
5379	Then that would be lying.	0	0	0	1	0	1	0	0
5380	I'm sorry.  We can only issue one fifty dollar certificate to cover the lost bag for one person.	0	1	0	0	1	0	0	0
5381	I understand you're frustrated, but--	0	0	0	0	0	1	0	0
5382	um, you know, I -- this is my bag and I need the hundred and fifty dollars. Please.	1	0	1	0	0	0	0	0
5383	I know. I understand it's personal-- It's personal to you. I get that.	1	0	1	0	0	0	0	0
5384	Please.	0	0	0	0	0	0	0	0
5385	Just all I need you to do is just fill out three forms and I'll leave you alone forever, forever.  I'll never -- we'll never see each other again.	0	1	0	0	1	1	0	0
5386	But that's not going to-- But you don't understand. You're looking forward to never seeing me again.	1	0	0	0	0	0	0	0
5387	I'm sorry, really.  But--	0	1	0	0	1	0	0	0
5388	I don't -- I'm not- I'm not convinced.	0	1	0	0	1	1	0	0
5389	That I'm sorry?	0	1	0	0	1	0	0	0
5390	Yeah.  If you were really sorry, you'd give me the three checks.	0	1	0	0	1	0	0	0
5391	Yeah, hi.  Um, look, I -- all I'm trying to do right now is renew my license plate.  That's all.  I just need to get one of those little stickers.	1	0	0	0	0	0	0	0
5392	Okay.  What's the problem?	0	0	0	0	1	1	0	0
5393	And I've- I've- some lady -- I got in line.  I waited for about two hours um, and, I gave her this form	0	0	0	0	1	0	0	1
5394	Okay, um.  Do you have your photo ID with you?	1	0	1	0	0	0	0	0
5395	Okay.  This is the wrong form.  I'm sorry.	0	1	0	1	1	1	0	0
5396	This is -- okay, then just can I have the form that I need.	1	0	0	0	0	0	1	0
5397	I don't have the form.  You're going to have to go get in that line over there and they will give you the right form.  And after you fill it out, you can bring it back to me.	1	0	0	0	0	0	0	1
5398	Don't you -- you don't have-	0	0	0	0	0	0	0	0
5399	are you telling me you don't have a stack of them behind the desk?	0	0	0	0	1	0	1	0
5400	But you're -- it's the same -- I mean, you can -- like I can't go behind your desk--	0	0	0	0	0	0	0	0
5401	Nope, I don't. I don't have-	0	0	0	0	0	1	0	0
5402	or I can't go behind there- you can go behind this person's desk and just grab the form. So if you could just do that; that would help me out a lot.	0	1	0	0	1	0	1	0
5403	No, I can't. That's-	0	0	0	0	0	0	0	0
5404	look-- It's  been- it's been two hours.  Can you please just make this easier on me and just go and get the form?  It's not- it's really not	1	0	0	0	0	0	1	0
5405	I'm sorry.  I'm sorry you're having a hard time,	0	1	0	0	1	1	0	0
5406	but you're gonna have to go get in  that line to	1	0	0	0	0	0	0	1
5407	Can I pay you money?  Can I give you, like, twenty bucks and you'll go back there and get the form?	1	0	0	0	0	0	0	0
5408	Come on.  Will you please?  I just --I look, I  cannot-- --just if I --	1	0	1	0	0	0	0	0
5409	Look, I'm having a really bad day.  I'm off in twenty minutes and I just really don't need this right now, okay.	1	0	1	0	0	0	0	0
5410	And you're gonna have to go wait again, because that's the line you need.	0	0	0	0	1	0	0	1
5411	Well I just -- I can't do that right -- can you please just grab the form? All you have to do is grab the form.  I'm not gonna ask anything else of you.	1	0	0	0	0	0	0	0
5412	I can't do that. It's against our rules. You can go get in that line over there or you can just go ahead and leave and come back another day.  Maybe there will be a shorter line.	0	1	0	1	0	0	0	0
5413	Rules, you just have to grab a piece of paper behind from somebody's desk	1	0	0	0	0	0	1	0
5414	Come -- just, please, just grab the form.  It's right over there.	1	0	0	0	0	0	1	0
5415	I can't do that.	0	0	0	0	0	0	0	0
5416	I know it's right over there.	1	0	0	0	0	0	0	0
5417	Why are you being such a bitch?	0	0	0	1	0	1	0	0
5418	Fine, which line is it?	1	0	0	0	0	0	0	0
5419	The one you just came from.	0	0	0	0	0	0	0	0
5420	Yeah.  Thank you.  Have a pleasant day.	1	0	1	0	0	0	0	0
5421	Yeah, um.  I have been trying to reach somebody who will refund, uh, my money.	1	0	0	0	0	0	0	1
5422	Um, I basically, um I- I ordered some food	0	0	0	1	0	0	0	0
5423	um and everything was pretty much uh- uh- just not done right. All the orders were messed up.	0	1	0	0	1	1	0	0
5424	Okay.  Well, Did you go through the automated menu?  Most of your requests can be taken care of through that.	1	0	0	0	0	0	0	0
5425	Yes, I did and that didn't- I got through to, like, one operator and she sent me to like three others	1	0	1	0	0	0	0	0
5426	and now I'm talking to you.  And all I want is my money back.  That's all I'm asking for. It's not much.	0	1	0	1	1	1	0	0
5427	Okay.  Well I'd be happy to-	1	0	0	0	0	0	0	0
5428	If you could just give me that, then I will leave you alone. And just- if i could also- What?	0	1	0	0	1	1	0	0
5429	Okay, sir.  I'd be happy to help you.	1	0	0	0	0	0	0	1
5430	Sir, can- can you tell me which branch you went to.  We can start there.	1	0	0	0	0	0	0	1
5431	Yeah, Beverley Hills.	1	0	1	0	0	0	0	0
5432	The food was prepared incorrectly.	1	0	1	0	0	0	0	0
5433	I asked for no tomatoes.	1	0	1	0	0	0	0	0
5434	Can you be a little more specific, sir?	1	0	0	0	0	0	0	1
5435	I asked for no tomatoes on six tacos.  I got tomatoes and onions on all of them,	1	0	1	0	0	0	0	0
5436	Um, hairs were found in three out of the six.	0	0	0	1	0	0	0	0
5437	Did you try to take them back and get your order fixed, sir?	1	0	0	0	0	0	0	1
5438	Yeah.  I did and they're like you've got to take it up with corporate, and I'm like well fine.  I'll have your ass by the end of the day and so now I'm trying to do that.	0	0	0	1	0	0	0	0
5439	Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?	1	0	0	0	0	0	0	0
5440	It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.	0	1	0	0	1	0	0	0
5441	Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address.	1	0	1	0	0	0	0	0
5442	Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check.	0	0	0	0	0	0	0	0
5443	Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now	1	0	1	0	0	0	0	0
5444	and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.	1	0	0	0	0	0	1	0
5445	You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.	0	1	0	0	1	1	0	0
5446	You're right sir.  It is your particular situation but I will call the other operator.  I will explain to them what's going on. You won't have to tell your story again.	1	0	0	0	0	0	0	1
5447	You're not going to call the other operator. You're not going to call the the other operator.	0	0	0	0	0	0	0	0
5448	You're going to fill out a form on your desk	1	0	0	0	0	0	0	0
5449	because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.	0	1	0	0	1	1	0	0
5450	Sir, they have to take down your address at the other station.  I will transfer.  I will explain everything to them.  It will all be fine.  I promise.	1	0	0	0	0	0	0	1
5451	What's your name?	0	0	0	0	0	0	0	0
5452	Cinnee?	0	0	0	0	0	0	0	0
5453	Cindy.	0	0	0	0	0	0	0	0
5454	Sir, I don't think my name is really relevant-	1	0	0	0	0	0	1	0
5455	Cindy, look.  If you don't get your ass a piece of paper that has a check	0	0	0	1	0	1	0	0
5456	attached to it and you don't send it to me, I'm going to get very upset.	0	0	0	0	0	1	0	0
5457	Alright, sir. Sir.  I'm going to transfer you to the address.	1	0	0	0	0	0	0	1
5458	Alright.  You know what, sir.  The customer is always right.	1	0	0	0	0	0	0	1
5459	You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?	1	0	0	0	0	0	0	0
5460	I will go ahead and I will take- I will take	1	0	1	0	0	0	0	0
5461	Hey, Cindy. Cindy, look I know this is not your fault.  Do whatever you want.	0	1	0	1	1	1	0	0
5462	Send me to whatever operator. I just- You know what?  I'm just done.  I'm just done.  I've lost all hope.	0	1	0	1	1	1	0	0
5463	of getting my sixteen dollars back. It fine, no honestly.	1	0	1	0	0	0	0	0
5464	Wait. But I-	0	0	0	0	1	0	0	1
5465	But I'm giving you what you want.	0	0	0	0	0	0	0	0
5466	No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.	1	0	0	0	0	0	0	0
5467	Okay.  If that's what you want, you want to go to the next person?	1	0	1	0	0	0	0	0
5468	Yes.	1	0	1	0	0	0	0	0
5469	There's really -- there's nothing I can do.	0	1	0	0	1	1	0	0
5470	You're just fine with this?	1	0	0	0	0	0	0	0
5471	There's nothing I --	0	0	0	0	0	0	0	0
5472	You're just going to pick up and leave me and our baby and miss a year of our lives?	1	0	0	0	0	0	1	0
5473	I know, but I'll be back then.  And - and- and we'll have -- we have the rest of our lives.	0	0	0	0	0	0	0	0
5474	Do you want to -- do you want to leave us behind?  I mean, I don't understand why you have to do this.	0	1	0	0	1	1	0	0
5475	You've made a pledge to us, too.  Remember that day, we stood in front of each other and said 'til death do us part.  Put on some rings and it's supposed to mean something.	1	0	1	0	0	0	0	0
5476	I know that. I know that. I know that.	0	0	0	0	0	0	0	0
5477	There's nothing I can do.  I mean, I have to go.	0	1	0	0	1	1	0	0
5478	And this is what I do.  This is -- I mean, this is my life.  And I know that you're part of my life, too, and I mean, it's only -- it's just going to be a year.  I'll be back.	1	0	0	0	0	0	1	0
5479	Can't you ask them?  Can't you go back and ask them if you could -- I don't know if you could change  assignments or something and you could stay here?	1	0	1	0	0	0	0	0
5480	Why not?  You could, at least, try.  They have to understand	1	0	1	0	0	0	0	0
5481	Because it's impossible.  There's -- I just can't.  I can't.	0	0	0	0	0	1	0	0
5482	You won't even know your child when you come back.  This -- isn't there someone you could talk to?	1	0	0	0	0	0	1	0
5483	Explain the situation to them and then you can stay here.	1	0	1	0	0	0	0	0
5484	It's only going to be a year. I'm not going to miss my son's entire life.	1	0	0	0	0	0	1	0
5485	I'm not going to stay more than a year.  I've  agreed to a year	0	0	1	0	0	0	0	1
5486	Then why do you have to go a year at all?	0	0	0	0	0	0	0	0
5487	Because I've already agreed to that.	0	0	1	0	0	0	0	1
5488	Well unagree.  Tell them that you can't leave right now.  I can't do this by myself.  I can't do this without you.	1	0	0	0	0	0	0	1
5489	This is supposed to be a partnership.  We're supposed to do this together. I'm not supposed to be left here to do this by myself while you leave.	1	0	1	0	0	0	0	0
5490	It is. It is. It is. It is. I'm going to write you every day.	1	0	1	0	0	0	0	0
5491	What am I supposed to do, read your letters?	0	1	0	1	1	0	0	0
5492	There has to be something.  I mean, we can't just live with this.  It's not -- it just won't work this way.	0	1	0	0	1	1	0	0
5493	I can't do it.  I'd love to.  I mean, I don't - if you understand, I don't want to stay.	1	0	1	0	0	0	0	0
5494	I mean, I don't want to -- I don't want to leave.  I want to stay here with you.	0	0	0	0	0	0	0	0
5495	Then, can't you please try something?  If you go and ask them and they say no, then I would understand, but you're not even willing to ask.	0	1	0	0	1	1	0	0
5496	Can't you just make an effort?  Can't you just try?	0	0	0	0	1	0	0	1
5497	It can't happen.  I have to go.  I want to stay really bad, but I can't.  There's just no -- I don't have an option.	0	0	0	1	1	0	1	0
5498	Next week.	0	0	0	0	0	0	0	0
5499	A week.  You're giving me a week to be okay with this.	1	0	1	0	0	0	0	0
5500	Well it doesn't seem like you're that bothered by it.	0	0	0	1	0	1	0	0
5501	I am.  I mean, I don't know.  I don't know what else to tell -- you know, I mean, I can tell you.  I don't know what else to do. I mean, I've been forced into this situation.	0	0	0	0	1	1	0	1
5502	If you really cared so much, you'd find a way out.	1	0	0	0	0	0	0	1
5503	There's nothing I can do.  I-- I	0	1	0	0	1	1	0	0
5504	They won't let you come along.  It's not going to happen.	0	0	0	0	0	0	0	0
5505	Are you kidding? Please don't be difficult about this.	1	0	1	0	0	0	0	1
5506	Difficult.  You're leaving for a year. We have a newborn child and you're leaving.  I don't think I'm being difficult.	0	0	0	1	0	1	0	0
5507	[BREATHING]	1	0	0	0	0	0	0	1
